2685	Count the Number of Complete Components	Medium	80.8%
2707	Extra Characters in a String	Medium	57.2%
2741	Special Permutations	Medium	29.7%
2762	Continuous Subarrays	Medium	58.0%
2807	Insert Greatest Common Divisors in Linked List	Medium	91.3%
2812	Find the Safest Path in a Grid	Medium	57.4%
2816	Double a Number Represented as a Linked List	Medium	61.3%
2817	Minimum Absolute Difference Between Elements With Constraint	Medium	38.0%
2850	Minimum Moves to Spread Stones Over Grid	Medium	46.0%
2865	Beautiful Towers I	Medium	44.5%
2866	Beautiful Towers II	Medium	36.7%
2929	Distribute Candies Among Children II	Medium	55.6%
2930	Number of Strings Which Can Be Rearranged to Contain Substring	Medium	56.9%
2944	Minimum Number of Coins for Fruits	Medium	49.3%
2948	Make Lexicographically Smallest Array by Swapping Elements	Medium	60.1%
2971	Find Polygon With the Largest Perimeter	Medium	65.6%
2976	Minimum Cost to Convert String I	Medium	63.0%
2998	Minimum Number of Operations to Make X and Y Equal	Medium	49.1%
3001	Minimum Moves to Capture The Queen	Medium	22.5%
3006	Find Beautiful Indices in the Given Array I	Medium	41.2%
3025	Find the Number of Ways to Place People I	Medium	64.0%
3029	Minimum Time to Revert Word to Initial State I	Medium	42.4%
3034	Number of Subarrays That Match a Pattern I	Medium	67.9%
3040	Maximum Number of Operations With the Same Score II	Medium	34.3%
3043	Find the Length of the Longest Common Prefix	Medium	62.3%
3044	Most Frequent Prime	Medium	46.4%
3047	Find the Largest Area of Square Inside Two Rectangles	Medium	66.8%
3076	Shortest Uncommon Substring in an Array	Medium	50.9%
3092	Most Frequent IDs	Medium	43.1%
3112	Minimum Time to Visit Disappearing Nodes	Medium	38.1%
3115	Maximum Prime Difference	Medium	59.5%
3128	Right Triangles	Medium	48.6%
3179	Find the N-th Value After K Seconds	Medium	53.8%
3191	Minimum Operations to Make Binary Array Elements Equal to One I	Medium	80.3%
3217	Delete Nodes From Linked List Present in Array	Medium	69.2%
3227	Vowels Game in a String	Medium	76.9%
3286	Find a Safe Walk Through a Grid	Medium	55.4%
3291	Minimum Number of Valid Strings to Form Target I	Medium	22.4%
3324	Find the Sequence of Strings Appeared on the Screen	Medium	79.6%
3341	Find Minimum Time to Reach Last Room I	Medium	55.3%
3342	Find Minimum Time to Reach Last Room II	Medium	67.3%
3376	Minimum Time to Break Locks I	Medium	32.5%
3377	Digit Operations to Make Two Integers Equal	Medium	31.0%
3380	Maximum Area Rectangle With Point Constraints I	Medium	52.4%
3408	Design Task Manager	Medium	48.7%
3419	Minimize the Maximum Edge Weight of Graph	Medium	44.8%
3428	Maximum and Minimum Sums of at Most Size K Subsequences	Medium	22.0%
3479	Fruits Into Baskets III	Medium	39.4%
3484	Design Spreadsheet	Medium	73.5%
3493	Properties Graph	Medium	48.7%
3508	Implement Router	Medium	38.9%
3517	Smallest Palindromic Rearrangement I	Medium	74.6%
3523	Make Array Non-decreasing	Medium	57.2%
3529	Count Cells in Overlapping Horizontal and Vertical Substrings	Medium	27.3%
3532	Path Existence Queries in a Graph I	Medium	70.2%
3537	Fill a Special Grid	Medium	71.0%
3542	Minimum Operations to Convert All Elements to Zero	Medium	53.1%
3566	Partition Array into Two Equal Product Subsets	Medium	35.1%
3573	Best Time to Buy and Sell Stock V	Medium	60.2%
3577	Count the Number of Computer Unlocking Permutations	Medium	59.0%
3578	Count Partitions With Max-Min Difference at Most K	Medium	58.3%
3588	Find Maximum Area of a Triangle	Medium	29.9%
3589	Count Prime-Gap Balanced Subarrays	Medium	24.3%
3592	Inverse Coin Change	Medium	52.1%
3597	Partition String	Medium	59.0%
3604	Minimum Time to Reach Destination in Directed Graph	Medium	45.7%
3607	Power Grid Maintenance	Medium	55.9%
3608	Minimum Time for K Connected Components	Medium	45.2%
3613	Minimize Maximum Component Cost	Medium	43.3%
3619	Count Islands With Total Value Divisible by K	Medium	55.5%
3623	Count Number of Trapezoids I	Medium	48.1%
3627	Maximum Median Sum of Subsequences of Size 3	Medium	64.7%
3638	Maximum Balanced Shipments	Medium	61.1%
3650	Minimum Cost Path with Edge Reversals	Medium	61.5%
3652	Best Time to Buy and Sell Stock using Strategy	Medium	59.7%
3653	XOR After Range Multiplication Queries I	Medium	73.3%
3660	Jump Game IX	Medium	46.4%
3676	Count Bowl Subarrays	Medium	48.8%
3693	Climbing Stairs II	Medium	64.8%
3719	Longest Balanced Subarray I	Medium	65.7%
3737	Count Subarrays With Majority Element I	Medium	75.7%
3759	Count Elements With at Least K Greater Values	Medium	32.0%
3815	Design Auction System	Medium	41.9%
3828	Final Element After Subarray Deletions	Medium	41.3%
3829	Design Ride Sharing System	Medium	63.4%
3835	Count Subarrays With Cost Less Than or Equal to K	Medium	45.7%
3840	House Robber V	Medium	54.0%
3847	Find the Score Difference in a Game	Medium	72.7%
3881	Direction Assignments with Exactly K Visible People	Medium	36.5%
3885	Design Event Manager	Medium	50.3%
3899	Angles of a Triangle	Medium	62.4%
3970	Shortest Path With At Most K Consecutive Identical Characters	Medium	45.2%
3988	Create Grid With Exactly K Paths I	Medium	33.0%
4002	Count Valid Sequences	Medium	42.4%
4011	Count Subarrays With Even Odd Ratio I	Medium	60.8%
4	Median of Two Sorted Arrays	Hard	47.5%
10	Regular Expression Matching	Hard	31.6%
23	Merge k Sorted Lists	Hard	60.4%
25	Reverse Nodes in k-Group	Hard	67.1%
32	Longest Valid Parentheses	Hard	39.6%
37	Sudoku Solver	Hard	65.6%
42	Trapping Rain Water	Hard	68.1%
44	Wildcard Matching	Hard	32.7%
51	N-Queens	Hard	76.3%
52	N-Queens II	Hard	79.2%
60	Permutation Sequence	Hard	54.1%
76	Minimum Window Substring	Hard	48.3%
84	Largest Rectangle in Histogram	Hard	50.7%
85	Maximal Rectangle	Hard	59.7%
115	Distinct Subsequences	Hard	52.5%
123	Best Time to Buy and Sell Stock III	Hard	54.6%
124	Binary Tree Maximum Path Sum	Hard	42.7%
126	Word Ladder II	Hard	28.0%
127	Word Ladder	Hard	46.4%
132	Palindrome Partitioning II	Hard	37.8%
135	Candy	Hard	49.1%
140	Word Break II	Hard	56.1%
149	Max Points on a Line	Hard	31.3%
154	Find Minimum in Rotated Sorted Array II	Hard	46.9%
188	Best Time to Buy and Sell Stock IV	Hard	51.1%
212	Word Search II	Hard	38.8%
214	Shortest Palindrome	Hard	43.0%
218	The Skyline Problem	Hard	45.8%
220	Contains Duplicate III	Hard	25.1%
224	Basic Calculator	Hard	47.1%
233	Number of Digit One	Hard	39.7%
239	Sliding Window Maximum	Hard	49.2%
273	Integer to English Words	Hard	35.2%
282	Expression Add Operators	Hard	43.7%
295	Find Median from Data Stream	Hard	54.9%
297	Serialize and Deserialize Binary Tree	Hard	61.0%
301	Remove Invalid Parentheses	Hard	50.1%
312	Burst Balloons	Hard	64.3%
315	Count of Smaller Numbers After Self	Hard	44.0%
321	Create Maximum Number	Hard	36.7%
327	Count of Range Sum	Hard	39.7%
329	Longest Increasing Path in a Matrix	Hard	57.0%
332	Reconstruct Itinerary	Hard	44.9%
335	Self Crossing	Hard	36.0%
336	Palindrome Pairs	Hard	37.5%
352	Data Stream as Disjoint Intervals	Hard	60.5%
354	Russian Doll Envelopes	Hard	38.2%
363	Max Sum of Rectangle No Larger Than K	Hard	45.9%
381	Insert Delete GetRandom O(1) - Duplicates allowed	Hard	36.9%
391	Perfect Rectangle	Hard	39.0%
403	Frog Jump	Hard	47.6%
407	Trapping Rain Water II	Hard	64.2%
410	Split Array Largest Sum	Hard	61.3%
432	All O`one Data Structure	Hard	44.5%
440	K-th Smallest in Lexicographical Order	Hard	46.5%
458	Poor Pigs	Hard	59.2%
460	LFU Cache	Hard	50.1%
466	Count The Repetitions	Hard	35.8%
472	Concatenated Words	Hard	49.9%
480	Sliding Window Median	Hard	39.1%
488	Zuma Game	Hard	29.3%
493	Reverse Pairs	Hard	35.1%
502	IPO	Hard	53.8%
546	Remove Boxes	Hard	49.7%
587	Erect the Fence	Hard	53.4%
639	Decode Ways II	Hard	32.2%
685	Redundant Connection II	Hard	36.6%
691	Stickers to Spell Word	Hard	51.1%
699	Falling Squares	Hard	48.6%
710	Random Pick with Blacklist	Hard	35.4%
715	Range Module	Hard	45.4%
732	My Calendar III	Hard	72.2%
736	Parse Lisp Expression	Hard	54.0%
741	Cherry Pickup	Hard	40.4%
745	Prefix and Suffix Search	Hard	41.1%
749	Contain Virus	Hard	55.9%
753	Cracking the Safe	Hard	58.7%
761	Special Binary String	Hard	79.4%
765	Couples Holding Hands	Hard	59.7%
768	Max Chunks To Make Sorted II	Hard	55.1%
770	Basic Calculator IV	Hard	49.8%
773	Sliding Puzzle	Hard	74.6%
778	Swim in Rising Water	Hard	68.2%
780	Reaching Points	Hard	34.6%
801	Minimum Swaps To Make Sequences Increasing	Hard	41.9%
803	Bricks Falling When Hit	Hard	37.8%
805	Split Array With Same Average	Hard	27.5%
810	Chalkboard XOR Game	Hard	67.0%
818	Race Car	Hard	45.1%
827	Making A Large Island	Hard	57.1%
839	Similar String Groups	Hard	56.6%
843	Guess the Word	Hard	36.6%
847	Shortest Path Visiting All Nodes	Hard	66.3%
850	Rectangle Area II	Hard	56.6%
862	Shortest Subarray with Sum at Least K	Hard	33.1%
878	Nth Magical Number	Hard	37.1%
882	Reachable Nodes In Subdivided Graph	Hard	52.8%
887	Super Egg Drop	Hard	30.8%
895	Maximum Frequency Stack	Hard	67.1%
899	Orderly Queue	Hard	67.2%
913	Cat and Mouse	Hard	36.0%
920	Number of Music Playlists	Hard	60.1%
924	Minimize Malware Spread	Hard	43.4%
928	Minimize Malware Spread II	Hard	46.0%
936	Stamping The Sequence	Hard	62.4%
943	Find the Shortest Superstring	Hard	45.7%
952	Largest Component Size by Common Factor	Hard	43.8%
956	Tallest Billboard	Hard	51.9%
964	Least Operators to Express Number	Hard	48.5%
975	Odd Even Jump	Hard	41.5%
980	Unique Paths III	Hard	83.0%
995	Minimum Number of K Consecutive Bit Flips	Hard	62.4%
996	Number of Squareful Arrays	Hard	51.8%
1032	Stream of Characters	Hard	52.8%
1036	Escape a Large Maze	Hard	37.1%
1044	Longest Duplicate Substring	Hard	31.4%
1095	Find in Mountain Array	Hard	42.0%
1106	Parsing A Boolean Expression	Hard	69.8%
1125	Smallest Sufficient Team	Hard	55.8%
1147	Longest Chunked Palindrome Decomposition	Hard	59.0%
1157	Online Majority Element In Subarray	Hard	41.0%
1163	Last Substring in Lexicographical Order	Hard	35.2%
1178	Number of Valid Words for Each Puzzle	Hard	48.1%
1192	Critical Connections in a Network	Hard	60.5%
1203	Sort Items by Groups Respecting Dependencies	Hard	66.1%
1206	Design Skiplist	Hard	59.7%
1250	Check If It Is a Good Array	Hard	65.8%
1255	Maximum Score Words Formed by Letters	Hard	81.5%
1278	Palindrome Partitioning III	Hard	62.4%
1316	Distinct Echo Substrings	Hard	53.7%
1340	Jump Game V	Hard	75.8%
1345	Jump Game IV	Hard	51.1%
1349	Maximum Students Taking Exam	Hard	54.4%
1359	Count All Valid Pickup and Delivery Options	Hard	64.9%
1368	Minimum Cost to Make at Least One Valid Path in a Grid	Hard	71.2%
1373	Maximum Sum BST in Binary Tree	Hard	48.7%
1392	Longest Happy Prefix	Hard	53.8%
1397	Find All Good Strings	Hard	46.2%
1406	Stone Game III	Hard	67.9%
1411	Number of Ways to Paint N × 3 Grid	Hard	80.6%
1425	Constrained Subsequence Sum	Hard	56.5%
1434	Number of Ways to Wear Different Hats to Each Other	Hard	46.7%
1444	Number of Ways of Cutting a Pizza	Hard	61.6%
1453	Maximum Number of Darts Inside of a Circular Dartboard	Hard	41.5%
1467	Probability of a Two Boxes Having The Same Number of Distinct Balls	Hard	61.7%
1483	Kth Ancestor of a Tree Node	Hard	39.5%
1489	Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree	Hard	66.7%
1494	Parallel Courses II	Hard	31.4%
1499	Max Value of Equation	Hard	45.2%
1505	Minimum Possible Integer After at Most K Adjacent Swaps On Digits	Hard	41.9%
1510	Stone Game IV	Hard	65.2%
1515	Best Position for a Service Centre	Hard	35.7%
1521	Find a Value of a Mysterious Function Closest to Target	Hard	47.9%
1526	Minimum Number of Increments on Subarrays to Form a Target Array	Hard	78.3%
1553	Minimum Number of Days to Eat N Oranges	Hard	36.4%
1563	Stone Game V	Hard	59.0%
1568	Minimum Number of Days to Disconnect Island	Hard	58.7%
1569	Number of Ways to Reorder Array to Get Same BST	Hard	54.2%
1575	Count All Possible Routes	Hard	64.8%
1579	Remove Max Number of Edges to Keep Graph Fully Traversable	Hard	70.1%
1591	Strange Printer II	Hard	61.2%
1595	Minimum Cost to Connect Two Groups of Points	Hard	50.7%
1606	Find Servers That Handled Most Number of Requests	Hard	45.7%
1610	Maximum Number of Visible Points	Hard	38.4%
1611	Minimum One Bit Operations to Make Integers Zero	Hard	78.2%
1617	Count Subtrees With Max Distance Between Cities	Hard	67.6%
1622	Fancy Sequence	Hard	41.6%
1627	Graph Connectivity With Threshold	Hard	50.0%
1632	Rank Transform of a Matrix	Hard	42.6%
1643	Kth Smallest Instructions	Hard	44.7%
1649	Create Sorted Array through Instructions	Hard	42.4%
1655	Distribute Repeating Integers	Hard	41.1%
1659	Maximize Grid Happiness	Hard	41.6%
1675	Minimize Deviation in Array	Hard	54.0%
1681	Minimum Incompatibility	Hard	41.9%
1687	Delivering Boxes from Storage to Ports	Hard	40.1%
1697	Checking Existence of Edge Length Limited Paths	Hard	63.6%
1707	Maximum XOR With an Element From Array	Hard	59.4%
1719	Number Of Ways To Reconstruct A Tree	Hard	46.4%
1723	Find Minimum Time to Finish All Jobs	Hard	46.3%
1728	Cat and Mouse II	Hard	40.4%
1735	Count Ways to Make Array With Product	Hard	55.6%
1745	Palindrome Partitioning IV	Hard	45.6%
1755	Closest Subsequence Sum	Hard	44.9%
1776	Car Fleet II	Hard	58.4%
1793	Maximum Score of a Good Subarray	Hard	64.2%
1803	Count Pairs With XOR in a Range	Hard	46.7%
1808	Maximize Number of Nice Divisors	Hard	37.0%
1815	Maximum Number of Groups Getting Fresh Donuts	Hard	41.7%
1819	Number of Different Subsequences GCDs	Hard	47.1%
1825	Finding MK Average	Hard	38.9%
1830	Minimum Number of Operations to Make String Sorted	Hard	50.7%
1847	Closest Room	Hard	41.9%
1851	Minimum Interval to Include Each Query	Hard	55.0%
1857	Largest Color Value in a Directed Graph	Hard	57.2%
1866	Number of Ways to Rearrange Sticks With K Sticks Visible	Hard	62.5%
1872	Stone Game VIII	Hard	75.0%
1879	Minimum XOR Sum of Two Arrays	Hard	52.0%
1900	The Earliest and Latest Rounds Where Players Compete	Hard	72.0%
1912	Design Movie Rental System	Hard	62.1%
1916	Count Ways to Build Rooms in an Ant Colony	Hard	52.0%
1923	Longest Common Subpath	Hard	30.4%
1928	Minimum Cost to Reach Destination in Time	Hard	42.3%
1931	Painting a Grid With Three Different Colors	Hard	76.9%
1932	Merge BSTs to Create Single BST	Hard	39.8%
1938	Maximum Genetic Difference Query	Hard	48.1%
1944	Number of Visible People in a Queue	Hard	73.5%
1948	Delete Duplicate Folders in System	Hard	77.2%
1960	Maximum Product of the Length of Two Palindromic Substrings	Hard	32.0%
1964	Find the Longest Valid Obstacle Course at Each Position	Hard	62.6%
1970	Last Day Where You Can Still Cross	Hard	68.8%
1994	The Number of Good Subsets	Hard	37.9%
1998	GCD Sort of an Array	Hard	51.0%
2003	Smallest Missing Genetic Value in Each Subtree	Hard	48.4%
2019	The Score of Students Solving Math Expression	Hard	34.6%
2030	Smallest K-Length Subsequence With Occurrences of a Letter	Hard	40.1%
2035	Partition Array Into Two Arrays to Minimize Sum Difference	Hard	24.5%
2045	Second Minimum Time to Reach Destination	Hard	62.3%
2050	Parallel Courses III	Hard	66.8%
2056	Number of Valid Move Combinations On Chessboard	Hard	48.5%
2071	Maximum Number of Tasks You Can Assign	Hard	49.9%
2076	Process Restricted Friend Requests	Hard	61.6%
2092	Find All People With Secret	Hard	48.4%
2097	Valid Arrangement of Pairs	Hard	66.8%
2102	Sequentially Ordinal Rank Tracker	Hard	61.4%
2127	Maximum Employees to Be Invited to a Meeting	Hard	61.8%
2156	Find Substring With Given Hash Value	Hard	27.1%
2157	Groups of Strings	Hard	28.2%
2172	Maximum AND Sum of Array	Hard	51.1%
2179	Count Good Triplets in an Array	Hard	65.3%
2183	Count Array Pairs Divisible by K	Hard	31.1%
2193	Minimum Number of Moves to Make Palindrome	Hard	53.1%
2197	Replace Non-Coprime Numbers in Array	Hard	57.6%
2203	Minimum Weighted Subgraph With the Required Paths	Hard	43.3%
2213	Longest Substring of One Repeating Character	Hard	65.5%
2223	Sum of Scores of Built Strings	Hard	50.5%
2227	Encrypt and Decrypt Strings	Hard	38.8%
2234	Maximum Total Beauty of the Gardens	Hard	30.4%
2246	Longest Path With Different Adjacent Characters	Hard	54.0%
2251	Number of Flowers in Full Bloom	Hard	58.1%
2267	Check if There Is a Valid Parentheses String Path	Hard	40.7%
2276	Count Integers in Intervals	Hard	36.2%
2281	Sum of Total Strength of Wizards	Hard	29.9%
2286	Booking Concert Tickets in Groups	Hard	20.3%
2290	Minimum Obstacle Removal to Reach Corner	Hard	71.1%
2296	Design a Text Editor	Hard	51.5%
2301	Match Substring After Replacement	Hard	43.6%
2312	Selling Pieces of Wood	Hard	53.3%
2318	Number of Distinct Roll Sequences	Hard	58.3%
2328	Number of Increasing Paths in a Grid	Hard	57.3%
2334	Subarray With Elements Greater Than Varying Threshold	Hard	46.1%
2338	Count the Number of Ideal Arrays	Hard	56.9%
2344	Minimum Deletions to Make Array Divisible	Hard	61.7%
2360	Longest Cycle in a Graph	Hard	51.1%
2382	Maximum Segment Sum After Removals	Hard	50.3%
2392	Build a Matrix With Conditions	Hard	79.4%
2398	Maximum Number of Robots Within Budget	Hard	39.1%
2402	Meeting Rooms III	Hard	51.4%
2407	Longest Increasing Subsequence II	Hard	26.5%
2416	Sum of Prefix Scores of Strings	Hard	60.9%
2421	Number of Good Paths	Hard	56.6%
2426	Number of Pairs Satisfying Inequality	Hard	47.9%
2430	Maximum Deletions on a String	Hard	36.3%
2444	Count Subarrays With Fixed Bounds	Hard	69.2%
2454	Next Greater Element IV	Hard	42.7%
2493	Divide Nodes Into the Maximum Number of Groups	Hard	66.9%
2503	Maximum Number of Points From Grid Queries	Hard	59.2%
2509	Cycle Length Queries in a Tree	Hard	60.9%
2514	Count Anagrams	Hard	38.2%
2528	Maximize the Minimum Powered City	Hard	61.4%
2543	Check if Point Is Reachable	Hard	45.6%
2552	Count Increasing Quadruplets	Hard	34.6%
2569	Handling Sum Queries After Update	Hard	31.9%
2573	Find the String with LCP	Hard	63.2%
2577	Minimum Time to Visit a Cell In a Grid	Hard	56.1%
2584	Split the Array to Make Coprime Products	Hard	29.3%
2603	Collect Coins in a Tree	Hard	39.9%
2612	Minimum Reverse Operations	Hard	17.3%
2617	Minimum Number of Visited Cells in a Grid	Hard	24.3%
2642	Design Graph With Shortest Path Calculator	Hard	65.6%
2659	Make Array Empty	Hard	27.2%
2699	Modify Graph Edge Weights	Hard	55.6%
2709	Greatest Common Divisor Traversal	Hard	41.6%
2713	Maximum Strictly Increasing Cells in a Matrix	Hard	31.4%
2736	Maximum Sum Queries	Hard	31.4%
2751	Robot Collisions	Hard	61.7%
2790	Maximum Number of Groups With Increasing Length	Hard	23.4%
2809	Minimum Time to Make Array Sum At Most x	Hard	28.4%
2813	Maximum Elegance of a K-Length Subsequence	Hard	29.5%
2818	Apply Operations to Maximize Score	Hard	53.7%
2827	Number of Beautiful Integers in the Range	Hard	23.3%
2842	Count K-Subsequences of a String With Maximum Beauty	Hard	30.3%
2851	String Transformation	Hard	27.1%
2867	Count Valid Paths in a Tree	Hard	37.2%
2876	Count Visited Nodes in a Directed Graph	Hard	31.5%
2916	Subarrays Distinct Element Sum of Squares II	Hard	23.4%
2920	Maximum Points After Collecting Coins From All Nodes	Hard	36.7%
2926	Maximum Balanced Subsequence Sum	Hard	26.2%
2935	Maximum Strong Pair XOR II	Hard	32.9%
2940	Find Building Where Alice and Bob Can Meet	Hard	52.6%
2945	Find Maximum Non-decreasing Array Length	Hard	19.1%
2954	Count the Number of Infection Sequences	Hard	38.5%
2959	Number of Possible Sets of Closing Branches	Hard	50.9%
2963	Count the Number of Good Partitions	Hard	49.3%
2977	Minimum Cost to Convert String II	Hard	59.1%
3003	Maximize the Number of Partitions After Operations	Hard	53.2%
3008	Find Beautiful Indices in the Given Array II	Hard	28.5%
3027	Find the Number of Ways to Place People II	Hard	64.2%
3031	Minimum Time to Revert Word to Initial State II	Hard	35.9%
3036	Number of Subarrays That Match a Pattern II	Hard	33.8%
3045	Count Prefix and Suffix Pairs II	Hard	28.5%
3072	Distribute Elements Into Two Arrays II	Hard	32.1%
3093	Longest Common Suffix Queries	Hard	52.4%
3098	Find the Sum of Subsequence Powers	Hard	25.3%
3102	Minimize Manhattan Distances	Hard	32.9%
3108	Minimum Cost Walk in Weighted Graph	Hard	68.0%
3113	Find the Number of Subarrays Where Boundary Elements Are Maximum	Hard	34.3%
3116	Kth Smallest Amount With Single Denomination Combination	Hard	50.5%
3117	Minimum Sum of Values by Dividing Array	Hard	28.3%
3123	Find Edges in Shortest Paths	Hard	46.7%
3149	Find the Minimum Cost Array Permutation	Hard	26.4%
3154	Find Number of Ways to Reach the K-th Stair	Hard	37.8%
3161	Block Placement Queries	Hard	41.2%
3165	Maximum Sum of Subsequence With Non-adjacent Elements	Hard	15.8%
3171	Find Subarray With Bitwise OR Closest to K	Hard	31.1%
3187	Peaks in Array	Hard	28.2%
3209	Number of Subarrays With AND Value of K	Hard	36.0%
3213	Construct String with Minimum Cost	Hard	18.8%
3229	Minimum Operations to Make Array Equal to Target	Hard	41.8%
3235	Check if the Rectangle Corner Is Reachable	Hard	25.1%
3244	Shortest Distance After Road Addition Queries II	Hard	26.8%
3245	Alternating Groups III	Hard	18.9%
3250	Find the Count of Monotonic Pairs I	Hard	47.1%
3251	Find the Count of Monotonic Pairs II	Hard	24.7%
3260	Find the Largest Palindrome Divisible by K	Hard	17.2%
3267	Count Almost Equal Pairs II	Hard	27.5%
3272	Find the Count of Good Integers	Hard	69.3%
3276	Select Cells in Grid With Maximum Score	Hard	16.0%
3283	Maximum Number of Moves to Kill All Pawns	Hard	33.6%
3288	Length of the Longest Increasing Path	Hard	19.6%
3292	Minimum Number of Valid Strings to Form Target II	Hard	20.7%
3303	Find the Occurrence of First Almost Equal Substring	Hard	15.9%
3307	Find the K-th Character in String Game II	Hard	48.5%
3312	Sorted GCD Pair Queries	Hard	58.2%
3317	Find the Number of Possible Ways for an Event	Hard	34.6%
3327	Check if DFS Strings Are Palindromes	Hard	20.9%
3336	Find the Number of Subsequences With Equal GCD	Hard	66.3%
3343	Count Number of Balanced Permutations	Hard	48.7%
3352	Count K-Reducible Numbers Less Than N	Hard	27.9%
3378	Count Connected Components in LCM Graph	Hard	30.9%
3382	Maximum Area Rectangle With Point Constraints II	Hard	23.8%
3395	Subsequences with a Unique Middle Mode I	Hard	22.1%
3405	Count the Number of Arrays with K Matching Adjacent Elements	Hard	57.8%
3410	Maximize Subarray Sum After Removing All Occurrences of One Element	Hard	23.1%
3420	Count Non-Decreasing Subarrays After K Operations	Hard	24.8%
3426	Manhattan Distances of All Arrangements of Pieces	Hard	36.1%
3430	Maximum and Minimum Sums of at Most Size K Subarrays	Hard	25.7%
3435	Frequencies of Shortest Supersequences	Hard	23.3%
3444	Minimum Increments for Target Multiples in an Array	Hard	27.7%
3454	Separate Squares II	Hard	58.8%
3455	Shortest Matching Substring	Hard	24.3%
3459	Length of Longest V-Shaped Diagonal Segment	Hard	55.9%
3463	Check If Digits Are Equal in String After Operations II	Hard	14.5%
3464	Maximize the Distance Between Points on a Square	Hard	50.9%
3470	Permutations IV	Hard	34.7%
3474	Lexicographically Smallest Generated String	Hard	53.4%
3480	Maximize Subarrays After Removing One Conflicting Pair	Hard	64.1%
3485	Longest Common Prefix of K Strings After Removal	Hard	24.0%
3500	Minimum Cost to Divide Array Into Subarrays	Hard	27.7%
3501	Maximize Active Section with Trade II	Hard	64.6%
3510	Minimum Pair Removal to Sort Array II	Hard	38.8%
3515	Shortest Path in a Weighted Tree	Hard	41.5%
3518	Smallest Palindromic Rearrangement II	Hard	43.9%
3525	Find X Value of Array II	Hard	29.9%
3530	Maximum Profit from Valid Topological Order in DAG	Hard	29.7%
3533	Concatenated Divisibility	Hard	30.7%
3534	Path Existence Queries in a Graph II	Hard	63.8%
3539	Find Sum of Array Product of Magical Sequences	Hard	61.4%
3569	Maximize Count of Distinct Primes After Split	Hard	18.6%
3574	Maximize Subarray GCD Score	Hard	25.7%
3575	Maximum Good Subtree Score	Hard	44.1%
3590	Kth Smallest Path XOR Sum	Hard	29.1%
3594	Minimum Time to Transport All Individuals	Hard	28.2%
3600	Maximize Spanning Tree Stability with Upgrades	Hard	65.8%
3605	Minimum Stability Factor of Array	Hard	21.2%
3609	Minimum Moves to Reach Target in Grid	Hard	15.5%
3615	Longest Palindromic Path in Graph	Hard	22.4%
3620	Network Recovery Pathways	Hard	50.5%
3621	Number of Integers With Popcount-Depth Equal to K I	Hard	23.4%
3624	Number of Integers With Popcount-Depth Equal to K II	Hard	58.5%
3625	Count Number of Trapezoids II	Hard	39.7%
3630	Partition Array for Maximum XOR and AND	Hard	17.7%
3636	Threshold Majority Queries	Hard	22.1%
3655	XOR After Range Multiplication Queries II	Hard	47.6%
3666	Minimum Operations to Equalize Binary String	Hard	45.1%
3671	Sum of Beautiful Subsequences	Hard	31.1%
3691	Maximum Total Subarray Value II	Hard	41.8%
3695	Maximize Alternating Sum Using Swaps	Hard	62.6%
3704	Count No-Zero Pairs That Sum to N	Hard	15.4%
3710	Maximum Partition Factor	Hard	31.4%
3721	Longest Balanced Subarray II	Hard	33.8%
3725	Count Ways to Choose Coprime Integers from Rows	Hard	48.8%
3739	Count Subarrays With Majority Element II	Hard	64.8%
3757	Number of Effective Subsequences	Hard	33.1%
3762	Minimum Operations to Equalize Subarrays	Hard	21.1%
3768	Minimum Inversion Count in Subarrays of Fixed Length	Hard	43.1%
3777	Minimum Deletions to Make Alternating Substring	Hard	45.9%
3782	Last Remaining Integer After Alternating Deletion Operations	Hard	49.2%
3812	Minimum Edge Toggles on a Tree	Hard	65.7%
3816	Lexicographically Smallest String After Deleting Duplicate Characters	Hard	21.4%
3821	Find Nth Smallest Integer With K One Bits	Hard	35.5%
3826	Minimum Partition Score	Hard	33.6%
3841	Palindromic Path Queries in a Tree	Hard	37.3%
3845	Maximum Subarray XOR with Bounded Range	Hard	33.6%
3850	Count Sequences to K	Hard	36.2%
3855	Sum of K-Digit Numbers in a Range	Hard	50.9%
3864	Minimum Cost to Partition a Binary String	Hard	52.8%
3873	Maximum Points Activated with One Addition	Hard	44.9%
3878	Count Good Subarrays	Hard	25.6%
3887	Incremental Even-Weighted Cycle Queries	Hard	52.0%
3901	Good Subsequence Queries	Hard	20.8%
3910	Count Connected Subgraphs with Even Node Sum	Hard	62.4%
3915	Maximum Sum of Alternating Subsequence With Distance at Least K	Hard	32.5%
3928	Minimum Cost to Buy Apples II	Hard	32.9%
3934	Smallest Unique Subarray	Hard	39.8%
3943	Number of Pairs After Increment	Hard	21.7%
3948	Lexicographically Maximum MEX Array	Hard	57.1%
3953	Maximum Score with Co-Prime Element	Hard	28.9%
3956	Maximum Sum of M Non-Overlapping Subarrays I	Hard	27.0%
3957	Maximum Sum of M Non-Overlapping Subarrays II	Hard	17.1%
3962	Maximum Subarray Sum After at Most K Swaps	Hard	14.1%
3977	Minimum Time to Reach Target With Limited Power	Hard	40.4%
3985	Palindromic Subarray Sum	Hard	34.3%
4003	Minimum Cost Path with Alternating Directions III	Hard	61.2%
4009	Minimum Possible Maximum Waiting Time	Hard	29.2%
